,Sex,Alcohol Drinking,Lifetime Average of Cigarette Smoking Frequency,Lifetime Cigarette Smoking Duration,Education,Race,Family History of Head and Neck Cancer,Current Age,5-year Oral Cavity Cancer risk (%),10-year Oral Cavity Cancer risk (%),15-year Oral Cavity Cancer risk (%),20-year Oral Cavity Cancer risk (%),25-year Oral Cavity Cancer risk (%),30-year Oral Cavity Cancer risk (%),5-year Oropharyngeal Cancer risk (%),10-year Oropharyngeal Cancer risk (%),15-year Oropharyngeal Cancer risk (%),20-year Oropharyngeal Cancer risk (%),25-year Oropharyngeal Cancer risk (%),30-year Oropharyngeal Cancer risk (%),5-year Hypopharyngeal Cancer risk (%),10-year Hypopharyngeal Cancer risk (%),15-year Hypopharyngeal Cancer risk (%),20-year Hypopharyngeal Cancer risk (%),25-year Hypopharyngeal Cancer risk (%),30-year Hypopharyngeal Cancer risk (%),5-year Laryngeal Cancer risk (%),10-year Laryngeal Cancer risk (%),15-year Laryngeal Cancer risk (%),20-year Laryngeal Cancer risk (%),25-year Laryngeal Cancer risk (%),30-year Laryngeal Cancer risk (%),5-year Head and Neck Cancer risk (%),10-year Head and Neck Cancer risk (%),15-year Head and Neck Cancer risk (%),20-year Head and Neck Cancer risk (%),25-year Head and Neck Cancer risk (%),30-year Head and Neck Cancer risk (%)
12,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,> high school,non-Hispanic White,unknown,<45,0.002076595468,0.02405139332,0.04654904089,0.07768286613,0.1156956479,0.1519921818,0.000951739214,0.01500524775,0.02937202198,0.04768533933,0.06550772934,0.08152175049,9.16e-05,0.001263286962,0.004171243161,0.008599138437,0.0143619114,0.02126639735,0.0006627102397,0.009144014218,0.02197996652,0.04276665614,0.07154161467,0.1042604431,0.0037826449217,0.049463942250000004,0.102072272551,0.176734000037,0.26710690331000003,0.35904077274
13,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,> high school,other,unknown,<45,0.002076595468,0.02405139332,0.04654904089,0.07768286613,0.1156956479,0.1519921818,0.000951739214,0.01500524775,0.02937202198,0.04768533933,0.06550772934,0.08152175049,0.0001587682641,0.002190680708,0.007233321473,0.01491144209,0.0249038605,0.03687527213,0.0008272748829,0.01141453984,0.02743730026,0.05338357806,0.08929842364,0.1301318565,0.004014377829,0.052661861618,0.110591684603,0.19366322561,0.29540566138,0.40052106092000006
14,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,high school,non-Hispanic White,unknown,<45,0.00259121578,0.03001096191,0.05808151044,0.09692473173,0.1443456624,0.1896204134,0.001192956374,0.0188079697,0.03681496727,0.05976745338,0.08210348879,0.1021721092,0.0001176772711,0.001623712503,0.00536130802,0.01105241686,0.01845910186,0.0273329903,0.001201030421,0.01657112654,0.03983077221,0.07749217606,0.129614806,0.1888629504,0.0051028798461,0.06701377065300002,0.14008855794,0.24523677803,0.37452305904999994,0.5079884633
15,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,high school,other,unknown,<45,0.00259121578,0.03001096191,0.05808151044,0.09692473173,0.1443456624,0.1896204134,0.001192956374,0.0188079697,0.03681496727,0.05976745338,0.08210348879,0.1021721092,0.0002040664046,0.002815695081,0.009296962165,0.01916539842,0.03200795712,0.04739337889,0.001499270082,0.02068566501,0.04971909252,0.09672542393,0.1617729849,0.2357002903,0.0054875086406000004,0.072320291701,0.153912532395,0.27258300745999997,0.42023009320999993,0.57488619179
16,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,< high school,non-Hispanic White,unknown,<45,0.003233366839,0.03744694033,0.07247007569,0.1209297663,0.1800835656,0.2365521461,0.001495309275,0.02357428553,0.04614352827,0.07490964172,0.1029013408,0.1280498259,0.0001512517578,0.002086969152,0.006890888949,0.01420554745,0.02372499626,0.03512984059,0.002176623846,0.03002990013,0.07217355539,0.1403932765,0.2347687899,0.3419858317,0.0070565517177999994,0.093138095142,0.197678048299,0.35043823197,0.54147869256,0.74171764429
17,male,never or <1 drink/day,>20 cigarettes/day,<=20 years,< high school,other,unknown,<45,0.003233366839,0.03744694033,0.07247007569,0.1209297663,0.1800835656,0.2365521461,0.001495309275,0.02357428553,0.04614352827,0.07490964172,0.1029013408,0.1280498259,0.0002622885312,0.00361902654,0.0119493159,0.02463277203,0.04113812495,0.06091059522,0.002717119392,0.03748555803,0.09008752565,0.1752239969,0.2929751243,0.4267068417,0.0077080840372000005,0.10212581042999999,0.22065044551,0.39569617695000003,0.61709815565,0.8522194089199999
18,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,> high school,non-Hispanic White,unknown,<45,0.002213664022,0.02563875005,0.04962082869,0.08280828226,0.1233273854,0.1620159076,0.0009969103398,0.01571736854,0.03076585441,0.04994798926,0.06861572464,0.0853891507,0.0001242935186,0.001715002834,0.005662731799,0.01167378651,0.01949683179,0.02886950479,0.001131540774,0.01561241886,0.03752666001,0.07301029359,0.1221203862,0.1779463927,0.0044664086544,0.058683540283999996,0.123576074909,0.21744035162,0.33356032803,0.45422095579
19,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,> high school,other,unknown,<45,0.002213664022,0.02563875005,0.04962082869,0.08280828226,0.1233273854,0.1620159076,0.0009969103398,0.01571736854,0.03076585441,0.04994798926,0.06861572464,0.0853891507,0.0002155397605,0.00297400149,0.009819645328,0.0202428334,0.03380723495,0.05005726626,0.0014125249,0.01948893792,0.04684310291,0.09113168702,0.1524206817,0.222079812,0.0048386390223,0.063819058,0.137049431338,0.24413079193999998,0.37817102669,0.5195421365599999
20,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,high school,non-Hispanic White,unknown,<45,0.002762252089,0.03199157763,0.06191408882,0.1033190196,0.1538657219,0.20212295,0.001249575996,0.01970054248,0.03856193066,0.06260320829,0.08599850748,0.1070186003,0.0001597556844,0.002204304968,0.007278305692,0.01500417291,0.02505872316,0.03710456158,0.002050688547,0.02829265889,0.06799914607,0.1322759298,0.2212015321,0.3222344272,0.006222272316400001,0.082189083968,0.175753471242,0.3132023306,0.48612448464,0.6684805390799999
21,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,high school,other,unknown,<45,0.002762252089,0.03199157763,0.06191408882,0.1033190196,0.1538657219,0.20212295,0.001249575996,0.01970054248,0.03856193066,0.06260320829,0.08599850748,0.1070186003,0.0002770353424,0.003822497658,0.01262110695,0.02601752826,0.04345052079,0.0643339857,0.002559912454,0.03531708139,0.08487745116,0.1650945282,0.276049134,0.402073346,0.0068487758814,0.09083169915799999,0.19797457759,0.35703428435,0.5593638841699999,0.775548882
22,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,< high school,non-Hispanic White,unknown,<45,0.003446788367,0.03991820458,0.07725172537,0.1289066453,0.1919582496,0.2521448536,0.001566278937,0.02469302578,0.04833304593,0.07846354724,0.1077824552,0.1341229291,0.0002053355453,0.002833206369,0.009354779601,0.01928458093,0.03220698836,0.04768805225,0.00371644387,0.05126897641,0.1232003144,0.2395896831,0.4004977912,0.5831384258,0.0089348467193,0.118713413139,0.258139865301,0.46624445657,0.73244548436,1.01709426075
23,male,never or <1 drink/day,<=20 cigarettes/day,>20 years,< high school,other,unknown,<45,0.003446788367,0.03991820458,0.07725172537,0.1289066453,0.1919582496,0.2521448536,0.001566278937,0.02469302578,0.04833304593,0.07846354724,0.1077824552,0.1341229291,0.0003560761782,0.004913067616,0.01622173503,0.03343928698,0.05584366059,0.08268065763,0.004639296023,0.06399604301,0.1537694688,0.2989918516,0.4996826717,0.7273581415,0.0100084395052,0.133520340986,0.29557597513,0.5398013311200001,0.85526703709,1.19630658183
24,male,never or <1 drink/day,>20 cigarettes/day,>20 years,> high school,non-Hispanic White,unknown,<45,0.002359779869,0.02733085547,0.05289526997,0.08827171161,0.1314621905,0.1727000658,0.001044225351,0.01646328243,0.03222581945,0.05231797184,0.07187112191,0.08943993246,0.0001687377325,0.002328237686,0.007687502757,0.01584769278,0.02646741629,0.03919026146,0.001932039553,0.02665590412,0.06406609883,0.1246276104,0.208417444,0.3036218345,0.0055047825055,0.072778279706,0.156874691007,0.28106498663,0.43821817269999996,0.60495209422
25,male,never or <1 drink/day,>20 cigarettes/day,>20 years,> high school,other,unknown,<45,0.002359779869,0.02733085547,0.05289526997,0.08827171161,0.1314621905,0.1727000658,0.001044225351,0.01646328243,0.03222581945,0.05231797184,0.07187112191,0.08943993246,0.0002926112715,0.00403740822,0.01333066354,0.02748011872,0.04589286547,0.06794970986,0.002411801076,0.0332740263,0.07996856956,0.1555501532,0.2600996341,0.3788589181,0.0061084175675,0.08110557242,0.17842032251999998,0.32361995537,0.5093258119799999,0.70894862622
26,male,never or <1 drink/day,>20 cigarettes/day,>20 years,high school,non-Hispanic White,unknown,<45,0.002944577688,0.03410288427,0.06599947905,0.1101349079,0.1640131125,0.2154488679,0.001308882858,0.02063546979,0.04039177474,0.06557346395,0.09007821931,0.1120948438,0.0002168802568,0.002992497297,0.009880713144,0.02036871537,0.03401745237,0.05036849797,0.003501419088,0.04830334753,0.1160763545,0.225743723,0.3773725603,0.5495019573,0.0079717598908,0.106034198887,0.23234832143400003,0.42182081022,0.66548134448,0.92741416697
27,male,never or <1 drink/day,>20 cigarettes/day,>20 years,high school,other,unknown,<45,0.002944577688,0.03410288427,0.06599947905,0.1101349079,0.1640131125,0.2154488679,0.001308882858,0.02063546979,0.04039177474,0.06557346395,0.09007821931,0.1120948438,0.0003760960606,0.005189291187,0.01713370047,0.03531901846,0.05898239947,0.08732700626,0.004370878336,0.06029444841,0.1448791884,0.2817180971,0.4708449478,0.6854347294,0.0090004349426,0.120222093657,0.26840414266,0.49274548741,0.78391867908,1.10030544736
28,male,never or <1 drink/day,>20 cigarettes/day,>20 years,< high school,non-Hispanic White,unknown,<45,0.003674296731,0.04255252164,0.08234874014,0.1374093263,0.2046150967,0.2687638729,0.0016406169,0.02586484995,0.05062642961,0.08218598716,0.1128949666,0.1404838475,0.0002787582947,0.0038462703,0.01269959576,0.02617931577,0.04372068718,0.06473395104,0.006345551912,0.08752302287,0.2102640503,0.4087241579,0.6827879326,0.9933967302,0.0119392238377,0.15978666475999997,0.35593881581,0.65449878713,1.04401868308,1.46737840164
29,male,never or <1 drink/day,>20 cigarettes/day,>20 years,< high school,other,unknown,<45,0.003674296731,0.04255252164,0.08234874014,0.1374093263,0.2046150967,0.2687638729,0.0016406169,0.02586484995,0.05062642961,0.08218598716,0.1128949666,0.1404838475,0.0004833997994,0.006669798218,0.02202156326,0.04539348664,0.07580379569,0.1122266876,0.007921227502,0.1092448441,0.2624067988,0.5099480391,0.8515612007,1.238375708,0.0137195409324,0.184332013908,0.41740353181,0.7749368392,1.24487505969,1.759850116
30,male,1-<3 drinks/day,never,never,> high school,non-Hispanic White,unknown,<45,0.001846479609,0.02138642641,0.04139179996,0.06907752595,0.1028818313,0.1351615435,0.001168586263,0.01842378787,0.03606303327,0.05854686788,0.08042695355,0.1000860147,0.0001528177004,0.002108575788,0.006962229331,0.01435260962,0.02397059481,0.03549347585,0.0004380087892,0.006043692725,0.0145278817,0.02826811832,0.0472905111,0.06892289432,0.0036058923616000002,0.047962482793,0.098944944261,0.17024512177,0.25456989076000003,0.33966392837
31,male,1-<3 drinks/day,never,never,> high school,other,unknown,<45,0.001846479609,0.02138642641,0.04139179996,0.06907752595,0.1028818313,0.1351615435,0.001168586263,0.01842378787,0.03606303327,0.05854686788,0.08042695355,0.1000860147,0.0002650040604,0.00365649445,0.01207302219,0.02488776737,0.04156394189,0.06154100007,0.0005467755732,0.007544415292,0.01813513401,0.03528640925,0.05903004565,0.0860297656,0.0038268455056,0.051011124022,0.10766298943000001,0.18779857044999998,0.28390277239000006,0.38281832387000003
32,male,1-<3 drinks/day,never,never,high school,non-Hispanic White,unknown,<45,0.002304073442,0.02668574618,0.05164690698,0.08618882377,0.1283608909,0.1686268928,0.001464762644,0.02309275575,0.04520110548,0.07337993664,0.1008003441,0.1254357311,0.0001964180885,0.002710165456,0.008948531973,0.01844715692,0.03080851148,0.04561754666,0.0007938044873,0.01095274718,0.02632737069,0.05122432275,0.08568718251,0.1248705332,0.0047590586618,0.063441414566,0.13212391512299998,0.22924024008,0.34565692899,0.46455070376000007
33,male,1-<3 drinks/day,never,never,high school,other,unknown,<45,0.002304073442,0.02668574618,0.05164690698,0.08618882377,0.1283608909,0.1686268928,0.001464762644,0.02309275575,0.04520110548,0.07337993664,0.1008003441,0.1254357311,0.0003406122621,0.004699704328,0.01551730173,0.03198730475,0.05341913875,0.07909152396,0.0009909223787,0.01367236329,0.03286392502,0.06394017735,0.1069529376,0.1558517467,0.0051003707268,0.068150569548,0.14522923921,0.25549624251,0.38953331135,0.52900589456
34,male,1-<3 drinks/day,never,never,< high school,non-Hispanic White,unknown,<45,0.002875066359,0.03329795703,0.06444195017,0.1075364175,0.1601445638,0.2103686094,0.001836003779,0.02894476266,0.05665401729,0.09196922358,0.1263311851,0.1572005715,0.000252458079,0.003483389332,0.01150148707,0.02370966105,0.03959661431,0.05862843789,0.001438611887,0.01984883257,0.04770801154,0.09281393248,0.1552333097,0.2261761314,0.006402140103999999,0.085574941592,0.18030546606999998,0.31602923461,0.48130567291,0.65237375019
35,male,1-<3 drinks/day,never,never,< high school,other,unknown,<45,0.002875066359,0.03329795703,0.06444195017,0.1075364175,0.1601445638,0.2103686094,0.001836003779,0.02894476266,0.05665401729,0.09196922358,0.1263311851,0.1572005715,0.0004377921621,0.006040536293,0.01994408939,0.04111163358,0.0686545168,0.101644342,0.001795847204,0.02477710889,0.05955132396,0.1158476718,0.1937409587,0.2822524654,0.0069447095041,0.093060364873,0.20059138081,0.35646494646,0.5488712244,0.7514659883
36,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,> high school,non-Hispanic White,unknown,<45,0.002558439092,0.02963140078,0.05734703463,0.09569930968,0.1425211696,0.1872242873,0.001404615378,0.02214460221,0.04334541998,0.07036783012,0.09666328193,0.1202882844,0.0002074614287,0.002862538773,0.009451627046,0.01948421814,0.03254037615,0.04818164487,0.0007478761755,0.01031906879,0.02480429757,0.04826129919,0.08073158579,0.1176504102,0.004918392074199999,0.064957610553,0.134948379226,0.23381265713,0.35245641347,0.47334462677
37,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,> high school,other,unknown,<45,0.002558439092,0.02963140078,0.05734703463,0.09569930968,0.1425211696,0.1872242873,0.001404615378,0.02214460221,0.04334541998,0.07036783012,0.09666328193,0.1202882844,0.0003597627092,0.004963932443,0.01638966816,0.03378543006,0.05642164686,0.08353627052,0.000933589181,0.01288134999,0.03096276372,0.06024184891,0.1007681326,0.1468417261,0.0052564063602,0.069621285423,0.14804488649,0.26009441877,0.39637423099,0.53789056832
38,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,high school,non-Hispanic White,unknown,<45,0.003192467613,0.03697335093,0.07155371442,0.1194010363,0.1778077817,0.2335637249,0.001760612444,0.02775636842,0.05432827495,0.08819441191,0.1211469532,0.1507506644,0.0002666521873,0.003679234715,0.01214810275,0.02504253049,0.04182238056,0.06192360738,0.001355376261,0.01870051413,0.0449483256,0.0874462978,0.1462587758,0.2131053752,0.006575108505300001,0.087109468195,0.18297841772,0.3200842765,0.48703589126,0.65934337188
39,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,high school,other,unknown,<45,0.003192467613,0.03697335093,0.07155371442,0.1194010363,0.1778077817,0.2335637249,0.001760612444,0.02775636842,0.05432827495,0.08819441191,0.1211469532,0.1507506644,0.0004624064002,0.006380146606,0.02106529816,0.04342255425,0.07251301876,0.1073557413,0.001691942727,0.02334370765,0.05610675504,0.1091487066,0.1825423623,0.2659458484,0.007107429184200001,0.09445357360600001,0.20305404256999998,0.36016670906000003,0.55401011596,0.757615979
40,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,< high school,non-Hispanic White,unknown,<45,0.00398361699,0.04613403454,0.08927823083,0.1489683922,0.2218206541,0.2913543152,0.002206835284,0.03478998729,0.06809299333,0.1105344839,0.151827075,0.1889196333,0.0003427306146,0.004728932309,0.0156138001,0.03218620846,0.05375126998,0.07958319639,0.002456342806,0.03388844108,0.08144484926,0.1584205446,0.264896434,0.385840852,0.0089895256946,0.119541395219,0.25442987351999996,0.45010962915999997,0.69229543308,0.9456979968900001
41,male,1-<3 drinks/day,<=20 cigarettes/day,<=20 years,< high school,other,unknown,<45,0.00398361699,0.04613403454,0.08927823083,0.1489683922,0.2218206541,0.2913543152,0.002206835284,0.03478998729,0.06809299333,0.1105344839,0.151827075,0.1889196333,0.0005943352161,0.008200391076,0.02707460161,0.05580781318,0.09319131961,0.1379618481,0.003066296622,0.04230187067,0.1016588163,0.197719086,0.3305590208,0.4813969959,0.0098510841121,0.131426283576,0.28610464206999997,0.5130297752799999,0.79739806951,1.0996327925
42,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,> high school,non-Hispanic White,unknown,<45,0.003544908673,0.04105434651,0.07945000827,0.13257379,0.1974171277,0.2593127052,0.001688316858,0.02661675987,0.05209798275,0.08457446663,0.1161753352,0.1445651896,0.0002816443387,0.003886090827,0.01283106887,0.02645031851,0.04417322962,0.06540391193,0.001276956474,0.01761862364,0.0423482399,0.08238895134,0.1378027036,0.2007891356,0.0067918263437,0.089175820847,0.18672729979,0.32598752648,0.4955683961199999,0.67007094233
43,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,> high school,other,unknown,<45,0.003544908673,0.04105434651,0.07945000827,0.13257379,0.1974171277,0.2593127052,0.001688316858,0.02661675987,0.05209798275,0.08457446663,0.1161753352,0.1445651896,0.0004884045353,0.006738849797,0.02224953137,0.04586334246,0.07658828558,0.1133878613,0.001594049928,0.02199322205,0.05286137285,0.1028369047,0.1719904666,0.250580001,0.0073156799943,0.096403178227,0.20665889524,0.36584850379,0.56217121508,0.7678457571
44,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,high school,non-Hispanic White,unknown,<45,0.004423397178,0.05122589325,0.09912951679,0.165400317,0.246277557,0.3234631196,0.002116216756,0.03336164444,0.06529781891,0.105998094,0.1455973777,0.18116957,0.0003620001629,0.004994803647,0.01649159111,0.03399551289,0.05677244034,0.08405556075,0.002314223689,0.03192801792,0.0767344137,0.1492617012,0.2495904452,0.3635617349,0.0092158377859,0.12151035925699999,0.25765334051,0.45465562509,0.69823782024,0.9522499852499999
45,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,high school,other,unknown,<45,0.004423397178,0.05122589325,0.09912951679,0.165400317,0.246277557,0.3234631196,0.002116216756,0.03336164444,0.06529781891,0.105998094,0.1455973777,0.18116957,0.0006277508359,0.008661427153,0.02859661156,0.05894456288,0.09842809984,0.1457122694,0.002888887301,0.03985483475,0.0957798632,0.1862904758,0.3114653508,0.453614271,0.0100562520709,0.133103799593,0.28880381046,0.51663344968,0.80176838534,1.10395923
46,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,< high school,non-Hispanic White,unknown,<45,0.005519584013,0.06391670605,0.123680488,0.2063462769,0.3072111029,0.4034485396,0.002652565425,0.04181537022,0.08184063744,0.1328448113,0.1824635282,0.2270309625,0.000465282219,0.006419825103,0.02119629441,0.04369254839,0.07296381867,0.1080230123,0.004194041668,0.05785572466,0.1390217382,0.2703362626,0.4518414565,0.6578044141,0.012831473324999999,0.17000762603300001,0.36573915805,0.65321989919,1.01447990627,1.3963069285
47,male,1-<3 drinks/day,>20 cigarettes/day,<=20 years,< high school,other,unknown,<45,0.005519584013,0.06391670605,0.123680488,0.2063462769,0.3072111029,0.4034485396,0.002652565425,0.04181537022,0.08184063744,0.1328448113,0.1824635282,0.2270309625,0.0008068537553,0.01113248016,0.03675396785,0.07575534501,0.126491476,0.1872420263,0.005235485842,0.07221729365,0.1735130915,0.3373480235,0.56370308,0.8204054437,0.0142144890353,0.18908185008,0.41578818479,0.7522944567100001,1.1798691871,1.6381269721
48,male,1-<3 drinks/day,<=20 cigarettes/day,>20 years,> high school,non-Hispanic White,unknown,<45,0.004911726675,0.05687958326,0.1100672168,0.1836430295,0.2734270405,0.3591035529,0.002029319228,0.03199193433,0.06261734783,0.1016477814,0.1396231057,0.1737371404,0.0003823531125,0.005275622476,0.01741872615,0.03590650574,0.05996336517,0.0887791356,0.002180327213,0.03008098658,0.0722963092,0.1406319722,0.2351677312,0.3425665939,0.0095037262285,0.124228126646,0.26239959998,0.46182928883999996,0.70818124257,0.9641864228000001
